,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,YearCommissioned,Retrofit,lat,lon,File,projectID,bus
275,,Bioenergy,Bioenergy,,DE,8.9656,,0,2004,,48.6457339727273,10.2090276642781,,,3497
276,,Hydro,Run-Of-River,,DE,0.61281,,0,1991,,48.6034540769231,10.2132108827178,,,3497
277,,OCGT,OCGT,,DE,19.15,,0,1012,,48.6579484,10.1707380343634,,,3497
278,,onwind,onwind,,DE,29.2096,,0,2013,,48.6857687727273,10.2802100727273,,,3497
279,,solar,solar,,DE,93.3662138000002,,0,2011,,48.6497216422943,10.2039078515186,,,3497
280,,Bioenergy,Bioenergy,,DE,11.90552,,0,2010,,48.4273592723684,10.9700955325106,,,3498
281,,Hydro,Run-Of-River,,DE,6.515388,,0,2000,,48.365228395,10.9163656084528,,,3498
282,,OCGT,OCGT,,DE,131.3079,,0,1501,,48.3703796446486,10.9300311488439,,,3498
283,,Oil,Oil,,DE,0.8,,0,1803,,48.3844493,10.917989,,,3498
284,,onwind,onwind,,DE,2.016,,0,2002,,48.377219,10.8416627,,,3498
285,,solar,solar,,DE,115.62301204,,0,2012,,48.3877931764245,10.9356887856015,,,3498
286,,Bioenergy,Bioenergy,,DE,17.115504,,0,2006,,48.1580548917582,10.7094581506659,,,3499
287,,onwind,onwind,,DE,0.672,,0,1995,,48.355598,10.7799488,,,3499
288,,solar,solar,,DE,401.372954000002,,0,2013,,48.1571937624456,10.7293404123225,,,3499
289,,Hydro,Run-Of-River,,DE,36.901095,,0,2009,,48.1735870729453,10.73008004834,,,3500
290,,Bioenergy,Bioenergy,,DE,29.1026,,0,2007,,48.8347815721896,10.7792485967893,,,3501
291,,Hydro,Run-Of-River,,DE,13.941312,,0,1955,,48.7856307452325,10.8131239539234,,,3501
292,,OCGT,OCGT,,DE,1.91703,,0,1110,,48.7908667979437,10.8474143426162,,,3501
293,,Oil,Oil,,DE,0.545,,0,1011,,48.7552329,10.7040377,,,3501
294,,onwind,onwind,,DE,11.390064,,0,2012,,48.9102271833333,10.8319281490395,,,3501
295,,solar,solar,,DE,296.134532120001,,0,2010,,48.7611442711088,10.8301040136313,,,3501
296,,Bioenergy,Bioenergy,,DE,4.9164,,0,2001,,48.5290896264706,10.7831235705882,,,3502
297,,Hydro,Run-Of-River,,DE,3.915153,,0,2009,,48.5186055897905,10.7788121581142,,,3502
298,,onwind,onwind,,DE,2.576,,0,2013,,48.561212,10.777562,,,3502
299,,solar,solar,,DE,76.1325668000001,,0,2011,,48.5260513664596,10.7816591925463,,,3502
300,,Bioenergy,Bioenergy,,DE,1.403,,0,2011,,48.6639804041667,9.31042509456725,,,3503
301,,Hydro,Run-Of-River,,DE,0.53625,,0,2001,,48.6486732,9.350861725,,,3503
302,,OCGT,OCGT,,DE,0.22361,,0,1412,,48.6902913546233,9.2845782319857,,,3503
303,,Oil,Oil,,DE,0.06141,,0,1412,,48.6456250376787,9.27875437390319,,,3503
304,,solar,solar,,DE,28.949387,,0,2002,,48.65033987976,9.30592865731455,,,3503
305,,Bioenergy,Bioenergy,,DE,2.00236,,0,2011,,48.6544889785714,8.05948270398073,,,3504
306,,Hard Coal,Hard Coal,,DE,18.5,,0,1121,,48.5356074156828,8.06122943884116,,,3504
307,,Hydro,Run-Of-River,,DE,1.376562,,0,1912,,48.554545600625,8.12532779816121,,,3504
308,,OCGT,OCGT,,DE,2.002,,0,1082,,48.5920952578414,8.09522466942058,,,3504
309,,Oil,Oil,,DE,0.651158,,0,1212,,48.59819548125,8.06387712824152,,,3504
310,,onwind,onwind,,DE,0.002688,,0,2011,,48.63760505,8.05722785492958,,,3504
311,,solar,solar,,DE,81.0400538000001,,0,2009,,48.6315094139766,8.07548660515993,,,3504
312,,Bioenergy,Bioenergy,,DE,0.6309,,0,2007,,48.9421742136364,8.62752883353967,,,3505
313,,Hydro,Run-Of-River,,DE,0.388377,,0,1994,,48.9269586285714,8.49319803339774,,,3505
314,,OCGT,OCGT,,DE,0.071,,0,1511,,48.9438040357143,8.60764254754805,,,3505
315,,Oil,Oil,,DE,0.074,,0,1312,,48.91551505,8.70882149535598,,,3505
316,,onwind,onwind,,DE,0.11088,,0,2003,,48.98124755,8.59551785,,,3505
317,,solar,solar,,DE,53.66912,,0,2010,,48.9387344847769,8.58023571428573,,,3505
318,,Bioenergy,Bioenergy,,DE,9.28104,,0,2011,,48.7933608805556,9.22982739228507,,,3507
319,,Hard Coal,Hard Coal,,DE,112.6,,0,1012,,48.81834735,9.2065027794429,,,3507
320,,Hydro,Run-Of-River,,DE,5.954025,,0,1956,,48.8184469722222,9.24224104700436,,,3507
321,,OCGT,OCGT,,DE,2.051625,,0,2012,,48.7784458107955,9.19678534685244,,,3507
322,,Oil,Oil,,DE,70.42,,0,1011,,48.8011387875,9.19751210958217,,,3507
323,,solar,solar,,DE,45.2634158,,0,2013,,48.7770120649642,9.23047935034813,,,3507
324,,Lignite,Lignite,,DE,1032.3,,0,1011,,51.4154960290639,11.9024145947318,,,4497
325,,OCGT,OCGT,,DE,305.99361,,0,1011,,51.3235759016832,11.9666981261925,,,4497
326,,Oil,Oil,,DE,212.66,,0,1011,,51.2768617197526,11.9826394684715,,,4497
327,,Bioenergy,Bioenergy,,DE,9.09888,,0,2007,,50.1596954428571,11.195514063501,,,4499
328,,Hydro,Run-Of-River,,DE,1.6660215,,0,2013,,50.1566578464978,11.238815446182,,,4499
329,,OCGT,OCGT,,DE,1.91275,,0,1608,,50.2518160795213,11.0835317046502,,,4499
330,,onwind,onwind,,DE,3.26592,,0,2001,,50.1503057928571,11.3615290927809,,,4499
331,,solar,solar,,DE,202.107226560001,,0,2013,,50.1750036224348,11.2216526097117,,,4499
332,,Bioenergy,Bioenergy,,DE,19.9042,,0,2006,,49.3852841623762,11.4493157586734,,,4500
333,,Hydro,Run-Of-River,,DE,3.531924,,0,2000,,49.4518386772097,11.3726205923106,,,4500
334,,OCGT,OCGT,,DE,38.63676,,0,1011,,49.4142604942958,11.288642610138,,,4500
335,,Oil,Oil,,DE,0.674,,0,1904,,49.3753027374846,11.3462298745038,,,4500
336,,onwind,onwind,,DE,116.4632,,0,2010,,49.3512327391304,11.4988606765841,,,4500
337,,solar,solar,,DE,225.633723239999,,0,2010,,49.4289444478484,11.3775292311228,,,4500
338,,Bioenergy,Bioenergy,,DE,1.2764,,0,2003,,50.6021624428572,11.5201774857143,,,4501
339,,Hydro,Hydro,,DE,1.30515,,0,1945,,50.6690268720589,11.539996649689,,,4501
340,,onwind,onwind,,DE,0.672,,0,1995,,50.58180195,11.5208907354464,,,4501
341,,solar,solar,,DE,3.30813968,,0,2011,,50.5747387900354,11.5477729537367,,,4501
342,,Bioenergy,Bioenergy,,DE,14.0416,,0,2006,,51.617242812,11.4031579610396,,,4502
343,,Hydro,Run-Of-River,,DE,0.8410578,,0,1994,,51.6050558555556,11.4253497807898,,,4502
344,,OCGT,OCGT,,DE,4.95223,,0,1811,,51.5609636848575,11.4361171332775,,,4502
345,,onwind,onwind,,DE,666.376480000001,,0,2011,,51.6756262136573,11.4821293213107,,,4502
346,,solar,solar,,DE,220.01193812,,0,2010,,51.6212862899692,11.3931685501534,,,4502
347,,Bioenergy,Bioenergy,,DE,29.0364,,0,2012,,51.9487558919616,11.6631317548376,,,4503
348,,Hydro,Run-Of-River,,DE,1.81896,,0,1993,,51.8494808,11.756827525,,,4503
349,,OCGT,OCGT,,DE,291.62785,,0,1051,,51.905025088279,11.6713748976877,,,4503
350,,onwind,onwind,,DE,402.248000000001,,0,2011,,51.9326755341411,11.5966595549789,,,4503
351,,solar,solar,,DE,88.8943044799999,,0,2010,,51.9940021941488,11.5940134308511,,,4503
352,,Bioenergy,Bioenergy,,DE,27.4804,,0,2013,,52.1262062849057,11.1214988358491,,,4504
353,,Hydro,Run-Of-River,,DE,0.165,,0,2011,,51.9599347666667,11.2168673301532,,,4504
354,,Lignite,Lignite,,DE,352,,0,1011,,52.2277037,11.0104702,,,4504
355,,onwind,onwind,,DE,879.048800000003,,0,2011,,52.1360024598878,11.1553283323462,,,4504
356,,solar,solar,,DE,114.17406908,,0,2013,,52.0856236299652,11.019830517848,,,4504
357,,Bioenergy,Bioenergy,,DE,26.022,,0,2006,,52.26026627,11.669731728646,,,4505
358,,Hydro,Hydro,,DE,0.00264,,0,2010,,52.1340469,11.6490861,,,4505
359,,OCGT,OCGT,,DE,27.21771,,0,1011,,52.15214692,11.6401459329397,,,4505
360,,onwind,onwind,,DE,193.2896,,0,2010,,52.2653610784861,11.6262192798639,,,4505
361,,solar,solar,,DE,82.75209652,,0,2010,,52.2221713594843,11.6565612573884,,,4505
362,,Bioenergy,Bioenergy,,DE,11.6186,,0,2011,,51.2477648395594,14.1645550745129,,,4507
363,,Hydro,Run-Of-River,,DE,0.260205,,0,2007,,51.0894540454545,14.310921837314,,,4507
364,,OCGT,OCGT,,DE,0.0712,,0,2011,,51.2120617889411,14.140952902898,,,4507
365,,onwind,onwind,,DE,81.444272,,0,2011,,51.209752643234,14.1468380342489,,,4507
366,,solar,solar,,DE,91.5384571599999,,0,2011,,51.1787397360703,14.1902515640272,,,4507
367,,Bioenergy,Bioenergy,,DE,4.80256,,0,2006,,50.6328074479167,12.7600947823963,,,4508
368,,Hydro,Run-Of-River,,DE,4.21542,,0,1994,,50.5249749880828,12.7348260071645,,,4508
369,,OCGT,OCGT,,DE,0.84643,,0,1508,,50.630577715,12.7267373327688,,,4508
370,,Oil,Oil,,DE,0.03,,0,1901,,50.64783055,12.8328428599748,,,4508
371,,onwind,onwind,,DE,1.246,,0,2010,,50.6380282396368,12.751891040487,,,4508
372,,solar,solar,,DE,34.10652796,,0,2010,,50.6070497021276,12.7509148085106,,,4508
373,,Bioenergy,Bioenergy,,DE,28.49008,,0,2005,,50.1720635292969,11.7876979140975,,,4509
374,,Hydro,Run-Of-River,,DE,3.9755364,,0,2008,,50.1382676,11.7768006738248,,,4509
375,,OCGT,OCGT,,DE,9.208035,,0,1409,,50.1042463600189,11.8028582740163,,,4509
376,,Oil,Oil,,DE,2.6856,,0,1401,,50.1246747431257,11.8337127676532,,,4509
377,,onwind,onwind,,DE,190.5894816,,0,2010,,50.2713497901042,11.8863243787132,,,4509
378,,solar,solar,,DE,229.42910136,,0,2012,,50.1448774880433,11.7769740833522,,,4509
379,,Bioenergy,Bioenergy,,DE,31.54012,,0,2006,,49.7868853668247,12.1287132755364,,,4510
380,,Hydro,Run-Of-River,,DE,4.917066,,0,2001,,49.732800857598,12.2256724149193,,,4510
381,,OCGT,OCGT,,DE,0.39525,,0,1212,,49.8738515252466,12.1143579483517,,,4510
382,,Oil,Oil,,DE,1.3106,,0,1811,,49.65064426,12.2412900772878,,,4510
383,,onwind,onwind,,DE,35.323008,,0,2011,,49.8030720272727,11.9529363818182,,,4510
384,,solar,solar,,DE,353.909514600001,,0,2013,,49.7526184882183,12.1241177486914,,,4510
385,,Bioenergy,Bioenergy,,DE,40.153744,,0,2009,,49.3699820662405,12.1018146767646,,,4511
386,,onwind,onwind,,DE,32.967816,,0,2013,,49.4357426678571,11.9845580853971,,,4511
387,,solar,solar,,DE,292.01464608,,0,2003,,49.3583979057615,12.1269369109952,,,4511
388,,Hydro,Run-Of-River,,DE,3.138267,,0,2007,,49.3695408651996,12.2043548265188,,,4512
389,,OCGT,OCGT,,DE,0.4137,,0,1110,,49.4073299375,11.9897966577825,,,4512
390,,Oil,Oil,,DE,0.3734,,0,1011,,49.472367325,11.787368581821,,,4512
391,,Bioenergy,Bioenergy,,DE,13.4096,,0,2007,,50.83135502,12.1001248955556,,,4513
392,,onwind,onwind,,DE,72.02608,,0,2012,,50.8822509378862,12.0966957887401,,,4513
393,,solar,solar,,DE,118.2291218,,0,2009,,50.8169196752624,12.0585203915952,,,4513
394,,Bioenergy,Bioenergy,,DE,9.2304,,0,2005,,50.5395252909091,11.7841785193662,,,4515
395,,onwind,onwind,,DE,22.288,,0,1998,,50.5114308427825,11.7941707897302,,,4515
396,,solar,solar,,DE,36.8090344,,0,2011,,50.5890744378699,11.7580840236687,,,4515
397,,Hydro,Run-Of-River,,DE,2.325015,,0,1998,,50.596874365,11.7100930676241,,,4516
398,,OCGT,OCGT,,DE,0.01175,,0,1710,,50.4852601307534,11.7116517535846,,,4516
399,,Bioenergy,Bioenergy,,DE,8.1708,,0,2008,,51.0829904920455,11.2914036099454,,,4517
400,,onwind,onwind,,DE,177.2512,,0,2012,,51.0817153703271,11.3865837312821,,,4517
401,,solar,solar,,DE,140.09884568,,0,2013,,51.0138429642964,11.2980807980798,,,4517
402,,Hydro,Run-Of-River,,DE,0.7381341,,0,1992,,50.9931179259933,11.3626977910576,,,4518
403,,OCGT,OCGT,,DE,167.48281,,0,1011,,50.984026557687,11.2851646143656,,,4518
404,,Bioenergy,Bioenergy,,DE,10.6906,,0,2013,,50.944668681579,11.8010756236842,,,4519
405,,OCGT,OCGT,,DE,182.0015,,0,1011,,50.889242,11.7762782930481,,,4519
406,,Oil,Oil,,DE,0.296,,0,1011,,50.8714171,11.8585130766638,,,4519
407,,onwind,onwind,,DE,203.14784,,0,2010,,51.03314341875,11.8357479507084,,,4519
408,,solar,solar,,DE,71.2831621600001,,0,2013,,50.9481797660818,11.7598394736842,,,4519
409,,Bioenergy,Bioenergy,,DE,2.6924,,0,2006,,50.8508511263158,12.7893447157895,,,4520
410,,onwind,onwind,,DE,54.998608,,0,2010,,50.8723244263594,12.7701125096949,,,4520
411,,solar,solar,,DE,69.0892492,,0,2013,,50.8512216016148,12.8245748317632,,,4520
412,,Hydro,Run-Of-River,,DE,3.031116,,0,1998,,50.9488052681818,12.752861947212,,,4521
413,,Lignite,Lignite,,DE,90.8,,0,1011,,50.8393615,12.876222,,,4521
414,,OCGT,OCGT,,DE,0.1675,,0,1006,,50.8852622357143,12.7744741358745,,,4521
415,,Bioenergy,Bioenergy,,DE,6.2906,,0,2013,,50.52049042,12.2966290799938,,,4522
416,,Hydro,Run-Of-River,,DE,1.451604,,0,1963,,50.5135407265186,12.3485627330197,,,4522
417,,OCGT,OCGT,,DE,0.1735,,0,1007,,50.4165980010943,12.2623802592461,,,4522
418,,Oil,Oil,,DE,1.2253,,0,1210,,50.4619670875,12.2429989141253,,,4522
419,,onwind,onwind,,DE,12.6504,,0,1994,,50.5961550464286,12.3118341952056,,,4522
420,,solar,solar,,DE,86.4327469600001,,0,2010,,50.5364611302024,12.2903946544483,,,4522
421,,Bioenergy,Bioenergy,,DE,10.69572,,0,2011,,50.9003295040323,12.4594918416834,,,4523
422,,Hydro,Run-Of-River,,DE,1.53417,,0,1993,,50.8020107571428,12.5195686142857,,,4523
423,,OCGT,OCGT,,DE,15.03003,,0,1012,,50.8095197788434,12.5140025233244,,,4523
424,,Oil,Oil,,DE,0.9093,,0,1506,,50.9105396166667,12.4046070000166,,,4523
425,,onwind,onwind,,DE,57.21016,,0,2011,,50.8574985032471,12.4488249242479,,,4523
426,,solar,solar,,DE,119.6662308,,0,2009,,50.829391775924,12.4752021056813,,,4523
427,,Bioenergy,Bioenergy,,DE,5.0684,,0,2006,,51.0819987527778,12.6836919365412,,,4524
428,,Hydro,Run-Of-River,,DE,1.09923,,0,1993,,51.1169743,12.7860410142857,,,4524
429,,Oil,Oil,,DE,17,,0,1011,,51.1864591,12.7542461,,,4524
430,,onwind,onwind,,DE,61.3872,,0,2012,,51.037907615,12.7455262255886,,,4524
431,,solar,solar,,DE,42.7806614800001,,0,2012,,51.0761618299451,12.7012204251388,,,4524
432,,Bioenergy,Bioenergy,,DE,3.6768,,0,2001,,50.7918741981482,13.1649398266024,,,4526
433,,Hydro,Run-Of-River,,DE,4.4256762,,0,1995,,50.7779550380952,13.1376274928571,,,4526
434,,Lignite,Lignite,,DE,56.8,,0,1011,,50.8322608,12.9252977,,,4526
435,,OCGT,OCGT,,DE,70.177665,,0,1011,,50.8713563916667,13.03002077839,,,4526
436,,onwind,onwind,,DE,68.30432,,0,2002,,50.7096847640898,13.2882403360546,,,4526
437,,solar,solar,,DE,32.27540964,,0,2010,,50.804013800738,13.1340397785978,,,4526
438,,Bioenergy,Bioenergy,,DE,9.6576,,0,2007,,51.00610771375,13.8533028905496,,,4527
439,,OCGT,OCGT,,DE,40.5947,,0,1012,,51.0401607566551,13.8100454442837,,,4527
440,,onwind,onwind,,DE,32.1216,,0,2011,,50.9465284387097,13.7741178070135,,,4527
441,,solar,solar,,DE,52.52297572,,0,2011,,51.0174684346705,13.8125369987064,,,4527
442,,Bioenergy,Bioenergy,,DE,4.5236,,0,2006,,52.77445133,12.698467635,,,4528
443,,onwind,onwind,,DE,265.78272,,0,2013,,52.738554436131,12.7749094103554,,,4528
444,,solar,solar,,DE,90.2706833599997,,0,2013,,52.7588790613709,12.6985414440433,,,4528
445,,Bioenergy,Bioenergy,,DE,19.54328,,0,2012,,51.7680222757576,12.2997173237268,,,4529
446,,Hydro,Run-Of-River,,DE,0.975975,,0,2000,,51.7793270375,12.3514061876725,,,4529
447,,Lignite,Lignite,,DE,49,,0,1011,,51.7834419,12.3168496856157,,,4529
448,,OCGT,OCGT,,DE,88.53945,,0,1011,,51.7478254117062,12.2601682165592,,,4529
449,,onwind,onwind,,DE,531.025600000001,,0,2012,,51.7149110016486,12.1933423618384,,,4529
450,,solar,solar,,DE,326.497816520001,,0,2009,,51.7475251441375,12.2597180973735,,,4529
451,,Bioenergy,Bioenergy,,DE,10.2744,,0,2006,,51.3964285602041,12.7385052036659,,,4530
452,,Hydro,Run-Of-River,,DE,0.620235,,0,1992,,51.4507049,12.6797941,,,4530
453,,OCGT,OCGT,,DE,47.1447,,0,1011,,51.4309926966315,12.6852907132736,,,4530
454,,onwind,onwind,,DE,67.9896,,0,2012,,51.3726107893042,12.7522814708435,,,4530
455,,solar,solar,,DE,210.07387732,,0,2010,,51.4245153335658,12.6960856095005,,,4530
456,,Bioenergy,Bioenergy,,DE,1.0256,,0,2013,,52.016003425,11.92641205,,,4531
457,,onwind,onwind,,DE,45.248,,0,2010,,52.0484914892857,11.9719021500257,,,4531
458,,solar,solar,,DE,90.3232530800002,,0,2009,,51.9865082191781,11.9354135616437,,,4531
459,,Bioenergy,Bioenergy,,DE,6.4548,,0,2010,,52.2584532479167,12.2408095710687,,,4532
460,,Hydro,Hydro,,DE,0.019965,,0,1994,,52.2766386,12.3399381666667,,,4532
461,,OCGT,OCGT,,DE,0.02,,0,1302,,52.3454897,12.0040293195479,,,4532
462,,onwind,onwind,,DE,143.98384,,0,2011,,52.3612525241177,12.188458945752,,,4532
463,,solar,solar,,DE,50.8386507600001,,0,2012,,52.3466275609757,12.1923306097561,,,4532
464,,Bioenergy,Bioenergy,,DE,11.5548,,0,2010,,52.685921842,12.4301378111996,,,4533
465,,onwind,onwind,,DE,196.1904,,0,2013,,52.7752468148855,12.4017667873236,,,4533
466,,solar,solar,,DE,125.45468772,,0,2012,,52.5901286236299,12.350365408039,,,4533
467,,Hydro,Run-Of-River,,DE,0.06105,,0,2002,,52.40284055,12.3934988,,,4534
468,,OCGT,OCGT,,DE,196,,0,1011,,52.4149481407519,12.4618326786919,,,4534
469,,Oil,Oil,,DE,0.3,,0,1011,,52.4400703,12.5070184466808,,,4534
470,,Bioenergy,Bioenergy,,DE,11.4604,,0,2006,,52.0506909294118,13.4222946,,,4535
471,,Hydro,Hydro,,DE,0.00429,,0,1997,,51.905229025,13.5690351533096,,,4535
472,,OCGT,OCGT,,DE,36.51725,,0,1712,,52.22096975,13.4073255483116,,,4535
473,,onwind,onwind,,DE,214.816,,0,2011,,51.9080269194914,13.4597980203832,,,4535
474,,solar,solar,,DE,147.84528984,,0,2007,,52.0348502673797,13.4258729411764,,,4535
475,,Bioenergy,Bioenergy,,DE,15.09316,,0,2004,,51.782090868421,13.8249450786539,,,4537
476,,OCGT,OCGT,,DE,122.1477,,0,1011,,51.7934300870306,13.9103486589013,,,4537
477,,onwind,onwind,,DE,565.968592000002,,0,2010,,51.8680216800834,13.9059314850747,,,4537
478,,solar,solar,,DE,265.66807156,,0,2010,,51.8180074987666,13.9552635421804,,,4537
479,,Bioenergy,Bioenergy,,DE,16.9408,,0,2005,,51.3648670514706,13.4215885203035,,,4538
480,,onwind,onwind,,DE,208.211696,,0,2012,,51.4667389538462,13.4385834268044,,,4538
481,,solar,solar,,DE,216.10235488,,0,2011,,51.4459542530376,13.506205396712,,,4538
482,,Hydro,Run-Of-River,,DE,0.04191,,0,1905,,51.30300923125,13.4538834474216,,,4539
483,,OCGT,OCGT,,DE,0.05075,,0,1912,,51.565003325,13.6162709497852,,,4539
484,,Oil,Oil,,DE,0.132,,0,1011,,51.3164767,13.2481311348519,,,4539
485,,Bioenergy,Bioenergy,,DE,3.1548,,0,2006,,51.8300582882353,14.3814612470588,,,4540
486,,Hydro,Run-Of-River,,DE,0.743919,,0,1993,,51.80460528,14.4105277186855,,,4540
487,,Lignite,Lignite,,DE,2864,,0,1011,,51.8290978892376,14.4318266995281,,,4540
488,,OCGT,OCGT,,DE,0.05,,0,1810,,51.7631413,14.3591796989265,,,4540
489,,onwind,onwind,,DE,171.587584,,0,2010,,51.7943029235275,14.3841505549913,,,4540
490,,solar,solar,,DE,355.545010560001,,0,2012,,51.7540374268998,14.3982483130904,,,4540
491,,Bioenergy,Bioenergy,,DE,4.208,,0,2006,,52.2215941142857,14.0000250142857,,,4541
492,,Hydro,Run-Of-River,,DE,0.1485,,0,1994,,52.10765945,13.76040635,,,4541
493,,OCGT,OCGT,,DE,0.12075,,0,1912,,52.2582850916667,14.0045827139584,,,4541
494,,onwind,onwind,,DE,4.592,,0,1998,,52.1904062,14.1764466745193,,,4541
495,,solar,solar,,DE,7.89438476,,0,2010,,52.2250145077722,13.803921761658,,,4541
496,,Bioenergy,Bioenergy,,DE,0.22136,,0,2013,,52.4233266666667,13.0799563333333,,,4543
497,,OCGT,OCGT,,DE,81.8552,,0,1011,,52.39049992,13.04704168,,,4543
498,,solar,solar,,DE,8.48323536,,0,2009,,52.3743789655171,13.0501060344828,,,4543
499,,Bioenergy,Bioenergy,,DE,13.90824,,0,2007,,52.3943588855769,13.4065784886071,,,4544
500,,OCGT,OCGT,,DE,452.71417,,0,1011,,52.4458298049117,13.4022832594134,,,4544
501,,Oil,Oil,,DE,276,,0,1011,,52.4758098398952,13.2926465696998,,,4544
502,,onwind,onwind,,DE,47.264,,0,2009,,52.486957352,13.361227168,,,4544
503,,solar,solar,,DE,29.16843072,,0,2010,,52.4276599306587,13.4427271421496,,,4544
504,,Bioenergy,Bioenergy,,DE,21.28,,0,2011,,52.5782230180851,14.0661952139953,,,4545
505,,onwind,onwind,,DE,249.6592,,0,2010,,52.6036962492647,14.0319618392214,,,4545
506,,solar,solar,,DE,157.61657488,,0,2009,,52.533271549296,14.022855821596,,,4545
507,,Hydro,Run-Of-River,,DE,0.02805,,0,2009,,52.839435,13.902692,,,4546
508,,OCGT,OCGT,,DE,0.07175,,0,1610,,52.5057403351461,13.9174942794505,,,4546
509,,Bioenergy,Bioenergy,,DE,9.5052,,0,2005,,51.5683284833333,14.440608335752,,,4547
510,,Lignite,Lignite,,DE,1500,,0,1011,,51.5792707,14.3996146145119,,,4547
511,,onwind,onwind,,DE,117.656,,0,2013,,51.506496305,14.2337341703053,,,4547
512,,solar,solar,,DE,136.33607972,,0,2011,,51.5354700308958,14.3921039134913,,,4547
513,,Bioenergy,Bioenergy,,DE,2.12192,,0,2013,,51.2120343527778,14.489453017275,,,4548
514,,Hydro,Run-Of-River,,DE,0.57816,,0,2000,,51.2622365375,14.5010271676051,,,4548
515,,OCGT,OCGT,,DE,0.42,,0,1811,,51.1840794,14.4270706662008,,,4548
516,,onwind,onwind,,DE,0.9744,,0,2000,,51.33128535,14.64857365,,,4548
517,,solar,solar,,DE,66.8859062399999,,0,2010,,51.2684243519248,14.4640921445404,,,4548
518,,Bioenergy,Bioenergy,,DE,14.7068,,0,2011,,50.7324221589286,15.8171461733201,,,4549
519,,Hydro,Run-Of-River,,DE,1.1739288,,0,2004,,50.73262655,16.1543525614653,,,4549
520,,OCGT,OCGT,,DE,1.466,,0,1112,,51.1033608666667,14.8593141358465,,,4549
521,,onwind,onwind,,DE,244.62256,,0,2010,,51.0919396025362,16.6651877896525,,,4549
522,,solar,solar,,DE,152.68911284,,0,2013,,51.0978441804263,14.7763464357632,,,4549
523,,Bioenergy,Bioenergy,,DE,26.3828,,0,2007,,52.2694525708334,14.5036384895078,,,4550
524,,Oil,Oil,,DE,56,,0,1012,,52.16005045,14.5711179222797,,,4550
525,,onwind,onwind,,DE,283.1136,,0,2013,,52.4813047839184,15.4266465504568,,,4550
526,,solar,solar,,DE,127.27081096,,0,2011,,52.2112412684243,14.5090307280037,,,4550
527,,Bioenergy,Bioenergy,,DE,7.4336,,0,2007,,52.3319467703704,12.7410430105106,,,4551
528,,Hydro,Hydro,,DE,0.011715,,0,2011,,52.1401087666667,12.7851809374014,,,4551
529,,OCGT,OCGT,,DE,0.04745,,0,2012,,52.3337787375,12.7192383909692,,,4551
530,,onwind,onwind,,DE,353.113600000001,,0,2012,,52.2023603991573,12.7703534952613,,,4551
531,,solar,solar,,DE,108.45352472,,0,2012,,52.2373546504168,12.7339689544579,,,4551
532,,Bioenergy,Bioenergy,,DE,11.29576,,0,2004,,52.3838055625,13.6091171375,,,4552
533,,Hydro,Run-Of-River,,DE,0.01155,,0,1994,,52.297653,13.624842,,,4552
534,,OCGT,OCGT,,DE,2.4327,,0,1092,,52.4582475134485,13.6321036522246,,,4552
535,,onwind,onwind,,DE,180.36144,,0,2013,,52.5678530775641,13.6748131585251,,,4552
536,,solar,solar,,DE,90.7726454799999,,0,2009,,52.4739495214466,13.6344219425736,,,4552
537,,Bioenergy,Bioenergy,,DE,27.2104,,0,2013,,51.2609113125,12.3418498051059,,,4553
538,,Hydro,Run-Of-River,,DE,0.438537,,0,2001,,51.2305214833819,12.2481725447117,,,4553
539,,Lignite,Lignite,,DE,906,,0,1121,,51.1889938164338,12.2336720830391,,,4553
540,,OCGT,OCGT,,DE,179.71446,,0,1011,,51.2989679968813,12.3721627410608,,,4553
541,,Oil,Oil,,DE,1.5953,,0,1052,,51.3620739463094,12.3280745458706,,,4553
542,,onwind,onwind,,DE,223.0704,,0,2011,,51.2618430960904,12.3304436216353,,,4553
543,,solar,solar,,DE,271.561175720001,,0,2007,,51.3092195621133,12.3537546644459,,,4553
544,,Bioenergy,Bioenergy,,DE,5.5088,,0,2003,,50.5288040204546,10.9408834175698,,,4554
545,,onwind,onwind,,DE,11.551904,,0,2001,,50.617118584375,11.1026147643338,,,4554
546,,solar,solar,,DE,87.3651522399999,,0,2010,,50.5682699656094,10.9324697363396,,,4554
547,,Hydro,Hydro,,DE,0.4983,,0,1994,,51.525324575,14.663482175,,,4555
548,,OCGT,OCGT,,DE,0.00475,,0,1001,,51.5986538441996,14.2772001024565,,,4556
549,,Oil,Oil,,DE,0.0053,,0,1909,,51.4578537,13.8700723135192,,,4556
550,,Lignite,Lignite,,DE,1787,,0,1011,,51.4185753,14.6247998507133,,,4557
551,,Bioenergy,Bioenergy,,DE,12.3592,,0,2005,,51.6969703930233,13.0986742232166,,,4558
552,,Hydro,Hydro,,DE,0.00594,,0,1999,,51.5698709,13.3482717,,,4558
553,,Oil,Oil,,DE,0.0006,,0,1708,,51.7416327,13.2462168247496,,,4558
554,,onwind,onwind,,DE,469.164416000001,,0,2012,,51.7767599574101,13.1022557334082,,,4558
555,,solar,solar,,DE,191.37046684,,0,2009,,51.7508856701418,13.0967358439552,,,4558
556,,Bioenergy,Bioenergy,,DE,0.7332,,0,2011,,50.6315057090909,12.9859530272727,,,4559
557,,Hydro,Run-Of-River,,DE,2.62548,,0,1993,,50.6024624505285,13.0878362306359,,,4559
